0.824547225,0.650801384,0.802954377,0.235670407,1,0.913000884,0.184891092,0.740663367,0.809968103,0.096361309,0.200790467,0.721190368,0.57411128,0.042476064,0.856399092,1,0.116960281,0.042802986,0.014807197,0.005004135,0.00291038,0.045479818,0.043782268,0.752988406,0.78129975,0.769315636,0.720571119,1,0.517936585,0.990441613,0.38504178,0.378504206,0.443993075,0.565002059,0.011378823,0.238863256,0.232041176,0.875832819,1,0.732002353,0.841992844,1,0.27497799,0.787273925,0.296715283,0.398155013,0.400705497,0.326062254,0.124132317,1,0.303006876,0.767131853,0.427532202,0.006552271,0.983137408,0.15838442,0.52031172,0.063963493,0.137568318,0.206878725
0.823741493,0.650483168,0.802791526,0.235821306,1,0.909936566,0.182429432,0.740370958,0.809569972,0.095683424,0.198950798,0.721137102,0.574081498,0.042313416,0.854524031,1,0.117262397,0.042826753,0.014790119,0.005014063,0.002911216,0.045760392,0.043291317,0.752811347,0.781192016,0.768212605,0.720528977,1,0.517869632,0.988756821,0.384843584,0.377377547,0.443978909,0.562883946,0.011477647,0.238569473,0.232273756,0.874791486,1,0.731743003,0.841641782,1,0.27488897,0.786994344,0.291830208,0.398239836,0.400868196,0.32575647,0.12438457,1,0.303162637,0.759771186,0.427034004,0.006639627,0.980017211,0.157822969,0.516203763,0.063755277,0.137618195,0.206337986
0.822894422,0.650095413,0.80257569,0.235873838,1,0.906462095,0.179812504,0.740003572,0.809094783,0.094945766,0.19701001,0.721034629,0.573985939,0.042104666,0.852540991,1,0.117474849,0.042807663,0.014788879,0.00515383,0.00287573,0.045986392,0.042713147,0.75258591,0.781029852,0.767049013,0.720428881,1,0.5177226,0.986857708,0.384572306,0.376153445,0.443881581,0.560640183,0.011562179,0.238144695,0.232407836,0.873697466,1,0.731442871,0.841229375,1,0.274710799,0.786648961,0.286446263,0.398229391,0.400940788,0.325755256,0.124527558,1,0.303229858,0.751730746,0.426802803,0.006724446,0.976464796,0.157180924,0.511625296,0.063522931,0.138179382,0.205713991
0.821977011,0.649658948,0.802303258,0.235861554,1,0.903080759,0.177387064,0.739646691,0.808609049,0.094181391,0.195002639,0.720888235,0.573819801,0.041879381,0.850457483,1,0.117623812,0.042731006,0.014768715,0.005519346,0.00292943,0.046526892,0.042085491,0.752322208,0.780816959,0.765802767,0.720272536,1,0.517511871,0.983825091,0.384210447,0.375048696,0.4436938,0.558427869,0.011678727,0.237581104,0.232471186,0.872540465,1,0.731091095,0.840747617,1,0.274468009,0.786229707,0.280901383,0.398109499,0.40112166,0.325412888,0.124590952,1,0.303445346,0.743000916,0.426241178,0.006731773,0.972457975,0.156489111,0.506893967,0.063577551,0.138398737,0.205034776
0.821015583,0.649162226,0.801972786,0.236049716,1,0.899563506,0.174237825,0.739109147,0.807970334,0.093374792,0.192379799,0.720672953,0.57356062,0.041620465,0.848260699,1,0.118022172,0.042982771,0.014308502,0.005129845,0.002877155,0.046676657,0.041386093,0.752013356,0.780543578,0.764498668,0.720058707,1,0.517226154,0.981659354,0.383784624,0.373647139,0.443440708,0.555934249,0.011674009,0.236862014,0.232447321,0.871369192,1,0.730693206,0.840258356,1,0.274151154,0.785815977,0.275707169,0.39811956,0.401014108,0.324941185,0.124557105,1,0.303306923,0.733591435,0.425533972,0.006726582,0.967976958,0.155732004,0.502067555,0.063262901,0.138551066,0.204285716
0.820071988,0.648732817,0.801662344,0.235880091,1,0.89583823,0.171284326,0.738492641,0.807265188,0.092247585,0.190209534,0.720413025,0.57339289,0.041620894,0.84596705,1,0.118009249,0.042836203,0.014664011,0.00516606,0.002813421,0.046762832,0.040600438,0.751665452,0.780211988,0.76312196,0.719886563,1,0.517049889,0.978441712,0.383514621,0.372156283,0.443109654,0.553325801,0.011651332,0.236023101,0.232324359,0.870095215,1,0.730246067,0.83965318,1,0.274011307,0.785257564,0.270178071,0.397820217,0.400816389,0.324326854,0.124410489,1,0.303081539,0.723500992,0.424707309,0.006681691,0.96301704,0.155208975,0.496801054,0.062889757,0.138622221,0.203454941
0.819013776,0.648124407,0.801213535,0.235611547,1,0.891861152,0.168271487,0.737795343,0.806484862,0.091708224,0.188300703,0.720209739,0.572997724,0.041297072,0.843634201,1,0.117930769,0.04264607,0.014190162,0.005207868,0.002958138,0.046814553,0.040128293,0.751357788,0.7799128,0.761769111,0.719566101,1,0.516613265,0.97608227,0.382940611,0.370580073,0.442906397,0.550606937,0.011953559,0.235332377,0.232418264,0.868781464,1,0.729860262,0.838978124,1,0.2735475,0.784625037,0.264567736,0.397427589,0.400527002,0.323845101,0.124504294,1,0.302756751,0.712836194,0.423962435,0.007006187,0.957536047,0.154333387,0.490991669,0.062489815,0.138962025,0.20286834
0.817903513,0.647594266,0.800786701,0.235573799,1,0.887865288,0.165161192,0.737126306,0.805705933,0.090789352,0.185480684,0.719846069,0.572526109,0.040937731,0.841131319,1,0.118116006,0.042767208,0.014549594,0.005315017,0.002937105,0.047184046,0.039240304,0.750924459,0.779480202,0.760263925,0.719187453,1,0.516117811,0.972668616,0.382515357,0.369149317,0.442410717,0.547955639,0.011858359,0.234230455,0.232142216,0.867445983,1,0.729325983,0.838291991,1,0.273008942,0.784004124,0.259139772,0.397151684,0.400374381,0.322996863,0.124189098,1,0.302596423,0.701397385,0.422881225,0.006883804,0.951551302,0.153397128,0.48542532,0.062403455,0.138923571,0.201926261
0.816820164,0.646878257,0.800236943,0.235161712,1,0.883665633,0.161662402,0.736281587,0.804769032,0.089936348,0.183476251,0.719537688,0.572143763,0.040889516,0.838603204,1,0.117887979,0.042492474,0.014063897,0.00490732,0.003070885,0.047143349,0.038649181,0.750548493,0.77907657,0.758795549,0.718862418,1,0.515735202,0.969172801,0.381797848,0.367411461,0.442065499,0.545029318,0.012159466,0.233293908,0.232076067,0.866009313,1,0.728852785,0.837491228,1,0.272673692,0.783240961,0.253349081,0.396573934,0.399899728,0.322027224,0.12410679,1,0.302081519,0.689397851,0.421673839,0.007120499,0.945017166,0.152723865,0.479065841,0.061920181,0.138814735,0.201225129
0.815616102,0.646238191,0.799711851,0.234974549,1,0.879348552,0.158827876,0.735458461,0.803849935,0.088713115,0.180556893,0.719076469,0.571696614,0.04045685,0.835924682,1,0.117927789,0.042552438,0.0144129,0.005349268,0.002924355,0.047421096,0.037633839,0.750024497,0.778533561,0.757172813,0.718377742,1,0.51528917,0.96557857,0.381249735,0.365843502,0.441424882,0.54217631,0.011986796,0.231943067,0.23163498,0.864573817,1,0.728232684,0.836700433,1,0.272271382,0.782492933,0.247768452,0.396131044,0.399577821,0.321193534,0.123609296,1,0.301738934,0.676626913,0.420567796,0.006947395,0.937964258,0.152003001,0.473114594,0.061759607,0.13897447,0.20016298
